"","id","year_2030_SSP1","year_2030_SSP2","year_2030_SSP3","year_2030_SSP1_TotalWTP","year_2030_SSP2_TotalWTP","year_2030_SSP3_TotalWTP","year_2050_SSP1","year_2050_SSP2","year_2050_SSP3","year_2050_SSP1_TotalWTP","year_2050_SSP2_TotalWTP","year_2050_SSP3_TotalWTP","year_2100_SSP1","year_2100_SSP2","year_2100_SSP3","year_2100_SSP1_TotalWTP","year_2100_SSP2_TotalWTP","year_2100_SSP3_TotalWTP"
"11",10006,-0.124900656365303,-0.176636437945119,-0.0594739652180663,-72.7924940859092,-102.944269779258,-34.6616133764715,-0.310266768627899,-0.309929338529299,-0.215577884162805,-180.824445424408,-180.627790105121,-125.639466714069,-0.370770979496839,-0.371107667485795,-0.374390839927904,-216.086489195969,-216.282712011429,-218.196155203242
"12",10007,-0.0299598154313128,-0.0409745020533608,-0.0135690820703735,-41.7997961846856,-57.1674361120859,-18.9315206649132,-0.0734148291475643,-0.0733755507003212,-0.0512207343013622,-102.428030717919,-102.373229609649,-71.4629320442731,-0.0875473245603585,-0.0877891913509488,-0.0886527469728953,-122.145623077263,-122.483074506952,-123.687903324214
"13",10008,-0.00379926599878594,-0.00118479464449404,0.000307265045879655,-0.35102822503313,-0.109467555369485,0.0283893530235379,-0.00697373241039837,-0.00697218909866985,-0.00528840692621237,-0.64432890738906,-0.644186315115471,-0.488615458131767,-0.00809191726965143,-0.00859263269161322,-0.00920538449949609,-0.747642138557382,-0.793905086683186,-0.850519490511636
"14",10009,-0.0148671404260923,-0.015931710288011,-0.00446991361028927,-0.0801865253191223,-0.0859283260783931,-0.0241086604830006,-0.0340202275458165,-0.0341044939332843,-0.0241628364530114,-0.183489478089362,-0.183943972270393,-0.130323239136208,-0.040448231874815,-0.0410865540120995,-0.0418426676670865,-0.218159180339167,-0.22160199669498,-0.225680126382471
"15",1001,-0.0135855731679425,-0.0117926429250251,-0.00615816546988576,-24.1096004633369,-20.9277816853576,-10.9285715980247,-0.0344635056703642,-0.0326749116518342,-0.0256916605364727,-61.1605665809582,-57.9864430717914,-45.5936354776444,-0.052387323332252,-0.0529093731933094,-0.0574872579764896,-92.9690208334087,-93.8954751991129,-102.019605975583
"16",10010,-0.00290360906246126,-0.0013675875200589,3.05867401649498e-06,0,0,0,-0.00557139527824293,-0.00562204802323831,-0.00418729556324138,0,0,0,-0.00652305777255472,-0.00684899023370408,-0.00713408415850863,0,0,0
"17",10011,-0.0714990287815397,-0.100595904368619,-0.0338828783454798,-43.0127539796318,-60.5170022544855,-20.3834364638559,-0.176563776320937,-0.176389102188972,-0.123011219361517,-106.218145924914,-106.113064560973,-74.0017228946968,-0.210607065962926,-0.210845072839046,-0.212711417443802,-126.698083442699,-126.841264845054,-127.964030044717
"18",10012,0.000249945485294275,5.66750120828304e-05,-6.36731752589383e-05,0.0184799537276653,0.00419032013949951,-0.00470773589326223,-0.000207207892919622,0.000566037359756764,0.000361643198255884,-0.0153201097777514,0.041850502737104,0.0267384288290912,1.02832854159797e-05,-5.02558432429354e-05,-0.00200804768895796,0.000760304345693388,-0.00371571287467268,-0.148466888014394
"19",10013,0.000114263911421547,2.87034010456843e-05,-5.06394979273404e-05,0,0,0,-0.000556933176254758,0.00034899051452448,0.000181299599748854,0,0,0,-0.000353514212693257,-0.000449656066274278,-0.00268118314093662,0,0,0
"20",10014,0.000129744258392881,3.2593348457154e-05,-5.75005142068261e-05,0,0,0,-0.000632408664440145,0.000396276140083987,0.000205862995213396,0,0,0,-0.000401424575304913,-0.000510595426515266,-0.00304454152088365,0,0,0
"21",10015,-0.0837059116971895,-0.118012653142989,-0.0397956264754979,-53.7821468415248,-75.824678470198,-25.5692122976729,-0.206866913763134,-0.206652773622224,-0.144097423149399,-132.914707062864,-132.777119211904,-92.5844855419756,-0.246787802998477,-0.247037357281284,-0.249212157186361,-158.564402327716,-158.724744229628,-160.122081711226
"22",10016,-0.00194900477218713,-0.000425113665374884,0.000178756621966361,0,0,0,-0.00490046700149621,-0.00319627344005705,-0.00261029649695333,0,0,0,-0.00511761572002375,-0.00560639023223277,-0.0101765322402804,0,0,0
"23",10017,0.00109651329564577,0.000249363414698824,-0.000279158952725984,0.222763582947687,0.0506597484362153,-0.0567128996685268,-0.0009074401729555,0.00248029253830346,0.00158606443335014,-0.184352187101559,0.503887052519047,0.322218980254946,4.81447948804756e-05,-0.000217369740969444,-0.00888652443760408,0.00978091834403158,-0.0441600320899409,-1.8053534157167
